vehicle_number,total_violations,unique_hotspots,unique_junctions,first_seen,last_seen,vehicle_type_mode,approved_violations,active_days,repeat_violation_flag,chronic_offender_flag,approval_rate
FKN00GL7945,16,1,1,2024-01-17 05:17:46+00:00,2024-02-15 06:12:46+00:00,SCOOTER,1,13,1,1,0.06249999999609375
FKN00GL9159,16,1,1,2024-02-01 05:20:46+00:00,2024-04-06 09:30:46+00:00,SCOOTER,1,16,1,1,0.06249999999609375
FKN00GL18450,15,2,2,2023-11-15 03:54:46+00:00,2024-02-14 21:03:46+00:00,SCOOTER,12,14,1,1,0.7999999999466667
FKN00GL19357,15,1,1,2023-11-10 21:47:46+00:00,2024-03-29 22:57:46+00:00,CAR,12,14,1,1,0.7999999999466667
FKN00GL14755,15,2,2,2023-12-01 04:20:46+00:00,2024-04-01 21:50:46+00:00,SCOOTER,11,14,1,1,0.7333333332844444
FKN00GL11015,15,1,1,2023-11-16 05:46:46+00:00,2024-03-29 05:31:46+00:00,SCOOTER,11,11,1,1,0.7333333332844444
FKN00GL17806,15,1,1,2023-11-17 22:57:46+00:00,2024-01-16 01:18:46+00:00,SCOOTER,10,12,1,1,0.6666666666222222
FKN00GL2378,15,2,2,2023-11-14 21:18:46+00:00,2024-02-08 21:12:46+00:00,MOTOR CYCLE,9,14,1,1,0.59999999996
FKN00GL8211,15,2,2,2023-11-10 03:24:46+00:00,2024-02-28 23:41:46+00:00,SCOOTER,9,12,1,1,0.59999999996
FKN00GL0085,15,1,1,2023-11-11 06:11:46+00:00,2024-04-06 23:10:46+00:00,SCOOTER,9,14,1,1,0.59999999996
FKN00GL15995,15,1,1,2023-11-12 02:39:46+00:00,2024-02-26 04:40:46+00:00,MOTOR CYCLE,9,11,1,1,0.59999999996
FKN00GL4211,15,1,1,2023-12-08 20:18:46+00:00,2024-01-30 07:30:46+00:00,SCOOTER,9,12,1,1,0.59999999996
FKN00GL1301,15,2,2,2023-11-30 01:06:46+00:00,2024-04-01 23:16:46+00:00,SCOOTER,8,12,1,1,0.5333333332977778
FKN00GL14388,15,2,2,2023-11-21 03:04:46+00:00,2024-04-01 04:44:46+00:00,SCOOTER,8,15,1,1,0.5333333332977778
FKN00GL45098,15,2,2,2023-11-18 05:33:46+00:00,2024-03-29 02:33:46+00:00,PASSENGER AUTO,8,11,1,1,0.5333333332977778
FKN00GL17374,15,1,1,2024-01-02 01:41:46+00:00,2024-03-18 22:00:46+00:00,SCOOTER,8,13,1,1,0.5333333332977778
FKN00GL11030,15,3,3,2023-11-15 19:19:46+00:00,2024-04-04 20:05:46+00:00,LGV,7,14,1,1,0.46666666663555556
FKN00GL10599,15,2,2,2023-11-21 19:19:46+00:00,2024-03-22 03:57:46+00:00,LGV,7,13,1,1,0.46666666663555556
FKN00GL44125,15,2,2,2023-11-16 03:47:46+00:00,2024-04-03 23:07:46+00:00,SCOOTER,7,15,1,1,0.46666666663555556
FKN00GL10011,15,1,1,2023-11-16 00:02:46+00:00,2024-02-24 00:09:46+00:00,MOTOR CYCLE,7,11,1,1,0.46666666663555556
FKN00GL14101,15,1,1,2023-11-15 23:13:46+00:00,2024-03-12 03:54:46+00:00,SCOOTER,7,14,1,1,0.46666666663555556
FKN00GL86275,15,1,1,2023-11-12 22:45:46+00:00,2024-04-08 05:43:46+00:00,SCHOOL VEHICLE,7,15,1,1,0.46666666663555556
FKN00GL41594,15,3,1,2023-11-12 21:07:46+00:00,2024-04-07 20:41:46+00:00,LGV,6,15,1,1,0.39999999997333335
FKN00GL38849,15,1,1,2023-11-14 00:41:46+00:00,2024-02-15 03:14:46+00:00,MOTOR CYCLE,6,11,1,1,0.39999999997333335
FKN00GL7168,15,1,1,2023-12-19 05:19:46+00:00,2024-02-07 21:45:46+00:00,SCOOTER,6,15,1,1,0.39999999997333335
FKN00GL0369,15,1,1,2024-01-04 23:58:46+00:00,2024-04-05 20:52:46+00:00,MOTOR CYCLE,5,13,1,1,0.3333333333111111
FKN00GL14081,15,1,1,2023-11-21 03:26:46+00:00,2024-03-22 02:39:46+00:00,SCOOTER,5,13,1,1,0.3333333333111111
FKN00GL18220,15,1,1,2023-11-15 02:47:46+00:00,2024-02-23 22:52:46+00:00,MOTOR CYCLE,5,11,1,1,0.3333333333111111
FKN00GL8261,15,1,1,2023-12-12 00:40:46+00:00,2024-04-07 04:05:46+00:00,SCOOTER,5,14,1,1,0.3333333333111111
FKN00GL4184,15,2,2,2023-11-11 06:33:46+00:00,2024-03-30 05:43:46+00:00,PASSENGER AUTO,4,15,1,1,0.2666666666488889
FKN00GL5016,15,2,1,2023-11-18 05:07:46+00:00,2024-03-29 01:24:46+00:00,SCOOTER,4,15,1,1,0.2666666666488889
FKN00GL7134,15,2,2,2023-11-23 03:31:46+00:00,2024-04-04 03:43:46+00:00,PASSENGER AUTO,4,13,1,1,0.2666666666488889
FKN00GL8470,15,2,2,2023-11-12 03:24:46+00:00,2024-04-06 19:25:46+00:00,CAR,4,15,1,1,0.2666666666488889
FKN00GL0935,15,1,1,2023-11-12 02:20:46+00:00,2024-02-16 06:41:46+00:00,CAR,4,9,1,1,0.2666666666488889
FKN00GL18293,15,1,1,2023-12-13 02:23:46+00:00,2024-03-18 21:34:46+00:00,SCOOTER,4,15,1,1,0.2666666666488889
FKN00GL1911,15,1,1,2023-12-03 05:14:46+00:00,2024-03-22 22:33:46+00:00,SCOOTER,4,13,1,1,0.2666666666488889
FKN00GL2687,15,2,2,2023-11-14 04:43:46+00:00,2024-04-06 04:51:46+00:00,SCOOTER,3,14,1,1,0.19999999998666668
FKN00GL18326,15,1,1,2023-12-16 06:54:46+00:00,2024-03-30 06:29:46+00:00,SCOOTER,3,13,1,1,0.19999999998666668
FKN00GL27266,15,2,2,2023-11-13 07:10:46+00:00,2024-03-09 02:12:46+00:00,SCOOTER,2,13,1,1,0.13333333332444444
FKN00GL31294,15,2,1,2023-12-31 02:36:46+00:00,2024-03-23 03:38:46+00:00,SCOOTER,2,12,1,1,0.13333333332444444
FKN00GL11663,15,1,1,2024-01-05 22:09:46+00:00,2024-03-12 02:50:46+00:00,SCOOTER,1,8,1,1,0.06666666666222222
FKN00GL20686,15,1,1,2023-11-18 00:55:46+00:00,2024-01-23 23:00:46+00:00,SCOOTER,1,7,1,1,0.06666666666222222
FKN00GL12424,15,1,1,2024-02-04 06:00:46+00:00,2024-03-08 05:42:46+00:00,MOTOR CYCLE,0,14,1,1,0.0
FKN00GL26490,15,1,1,2024-03-13 00:58:46+00:00,2024-03-13 00:58:46+00:00,SCOOTER,0,1,1,1,0.0
FKN00GL26501,15,1,1,2024-03-13 00:58:46+00:00,2024-03-13 00:58:46+00:00,MOTOR CYCLE,0,1,1,1,0.0
FKN00GL26521,15,1,1,2024-03-13 00:58:46+00:00,2024-03-13 00:58:46+00:00,MOTOR CYCLE,0,1,1,1,0.0
FKN00GL8821,15,1,1,2024-03-29 03:58:46+00:00,2024-04-04 02:23:46+00:00,MOTOR CYCLE,0,7,1,1,0.0
FKN00GL53686,14,1,1,2023-11-16 23:19:46+00:00,2023-12-15 04:31:46+00:00,CAR,12,11,1,1,0.8571428570816326
FKN00GL94778,14,1,1,2023-11-16 23:49:46+00:00,2024-03-03 23:34:46+00:00,SCOOTER,12,11,1,1,0.8571428570816326
FKN00GL113789,14,1,1,2023-11-11 02:04:46+00:00,2024-01-14 05:34:46+00:00,MOTOR CYCLE,11,11,1,1,0.7857142856581633
FKN00GL16589,14,2,1,2023-12-07 03:24:46+00:00,2024-03-18 07:35:46+00:00,SCOOTER,10,12,1,1,0.7142857142346939
FKN00GL18558,14,1,1,2023-12-02 06:00:46+00:00,2024-03-12 05:58:46+00:00,SCOOTER,10,13,1,1,0.7142857142346939
FKN00GL23218,14,1,1,2023-12-07 02:19:46+00:00,2024-02-06 21:54:46+00:00,MOTOR CYCLE,10,14,1,1,0.7142857142346939
FKN00GL23020,14,3,3,2023-11-21 00:38:46+00:00,2024-02-06 20:55:46+00:00,SCOOTER,9,13,1,1,0.6428571428112245
FKN00GL122867,14,1,1,2023-11-11 03:30:46+00:00,2024-01-01 03:11:46+00:00,SCOOTER,9,12,1,1,0.6428571428112245
FKN00GL19099,14,2,2,2023-11-14 00:58:46+00:00,2024-01-29 22:51:46+00:00,SCOOTER,8,12,1,1,0.571428571387755
FKN00GL23892,14,1,1,2023-11-17 01:34:46+00:00,2024-03-17 08:21:46+00:00,MOTOR CYCLE,8,10,1,1,0.571428571387755
FKN00GL2615,14,2,2,2023-11-17 21:10:46+00:00,2024-01-17 20:56:46+00:00,SCOOTER,7,11,1,1,0.49999999996428574
FKN00GL3284,14,2,2,2023-11-11 02:39:46+00:00,2024-03-17 07:06:46+00:00,PASSENGER AUTO,7,11,1,1,0.49999999996428574
FKN00GL5140,14,2,2,2023-11-10 21:05:46+00:00,2024-04-03 21:56:46+00:00,MAXI-CAB,7,14,1,1,0.49999999996428574
FKN00GL16636,14,1,1,2023-11-30 22:33:46+00:00,2024-03-19 23:27:46+00:00,MOTOR CYCLE,7,14,1,1,0.49999999996428574
FKN00GL25810,14,1,1,2023-12-14 20:51:46+00:00,2024-02-07 21:45:46+00:00,MOTOR CYCLE,7,14,1,1,0.49999999996428574
FKN00GL32688,14,1,1,2023-11-12 02:58:46+00:00,2024-02-11 05:15:46+00:00,SCOOTER,7,11,1,1,0.49999999996428574
FKN00GL34407,14,1,1,2023-11-17 03:33:46+00:00,2024-03-26 06:05:46+00:00,SCOOTER,7,13,1,1,0.49999999996428574
FKN00GL37015,14,1,1,2023-11-14 00:29:46+00:00,2024-04-06 04:09:46+00:00,SCOOTER,7,11,1,1,0.49999999996428574
FKN00GL1530,14,3,2,2023-11-30 02:27:46+00:00,2024-03-23 03:19:46+00:00,CAR,6,12,1,1,0.4285714285408163
FKN00GL0373,14,1,1,2024-01-01 22:46:46+00:00,2024-03-15 00:30:46+00:00,MOTOR CYCLE,6,10,1,1,0.4285714285408163
FKN00GL20859,14,1,1,2023-11-14 03:54:46+00:00,2024-03-30 09:13:46+00:00,SCOOTER,6,11,1,1,0.4285714285408163
FKN00GL25393,14,1,1,2023-12-13 22:22:46+00:00,2024-03-14 23:08:46+00:00,SCOOTER,6,13,1,1,0.4285714285408163
FKN00GL4517,14,1,1,2023-11-23 20:03:46+00:00,2024-03-29 19:43:46+00:00,CAR,6,14,1,1,0.4285714285408163
FKN00GL5137,14,1,1,2023-11-22 00:51:46+00:00,2024-03-28 22:13:46+00:00,SCOOTER,6,13,1,1,0.4285714285408163
FKN00GL3173,14,2,2,2023-11-28 03:08:46+00:00,2024-03-30 05:46:46+00:00,SCOOTER,5,12,1,1,0.35714285711734695
FKN00GL39674,14,2,2,2023-11-22 05:54:46+00:00,2024-03-19 23:31:46+00:00,SCOOTER,5,14,1,1,0.35714285711734695
FKN00GL13296,14,1,1,2023-12-03 20:12:46+00:00,2024-03-04 21:19:46+00:00,CAR,5,12,1,1,0.35714285711734695
FKN00GL30830,14,1,1,2023-11-12 03:12:46+00:00,2024-03-10 02:56:46+00:00,MOTOR CYCLE,5,11,1,1,0.35714285711734695
FKN00GL19727,14,2,2,2023-12-07 00:15:46+00:00,2024-04-03 01:21:46+00:00,SCOOTER,4,11,1,1,0.2857142856938775
FKN00GL4734,14,2,2,2023-11-15 00:44:46+00:00,2024-03-27 07:39:46+00:00,SCOOTER,4,10,1,1,0.2857142856938775
FKN00GL15777,14,1,1,2023-11-11 08:43:46+00:00,2024-04-04 07:55:46+00:00,PASSENGER AUTO,4,14,1,1,0.2857142856938775
FKN00GL24041,14,1,1,2023-11-17 06:24:46+00:00,2024-04-07 05:36:46+00:00,PASSENGER AUTO,4,14,1,1,0.2857142856938775
FKN00GL26291,14,1,1,2023-12-20 22:16:46+00:00,2024-03-13 00:17:46+00:00,SCOOTER,4,10,1,1,0.2857142856938775
FKN00GL42010,14,1,1,2023-11-21 03:15:46+00:00,2024-04-07 03:34:46+00:00,SCOOTER,4,12,1,1,0.2857142856938775
FKN00GL62141,14,2,2,2023-11-21 19:37:46+00:00,2024-04-06 18:22:46+00:00,LGV,3,9,1,1,0.21428571427040816
FKN00GL35455,14,1,1,2023-11-15 03:54:46+00:00,2024-03-13 23:39:46+00:00,SCOOTER,3,14,1,1,0.21428571427040816
FKN00GL23579,14,1,1,2024-01-24 23:44:46+00:00,2024-03-13 00:09:46+00:00,SCOOTER,2,5,1,1,0.14285714284693876
FKN00GL5790,14,2,1,2024-01-26 20:46:46+00:00,2024-04-07 20:58:46+00:00,LORRY/GOODS VEHICLE,1,13,1,1,0.07142857142346938
FKN00GL17849,14,1,1,2024-01-30 03:03:46+00:00,2024-03-28 03:41:46+00:00,MOTOR CYCLE,1,11,1,1,0.07142857142346938
FKN00GL26487,14,1,1,2024-03-10 05:57:46+00:00,2024-03-13 00:57:46+00:00,MOTOR CYCLE,1,2,1,1,0.07142857142346938
FKN00GL29737,14,1,1,2023-11-23 22:00:46+00:00,2024-04-07 18:58:46+00:00,SCOOTER,1,13,1,1,0.07142857142346938
FKN00GL7052,14,2,1,2024-02-02 21:47:46+00:00,2024-03-14 08:14:46+00:00,SCHOOL VEHICLE,0,13,1,1,0.0
FKN00GL8164,14,2,2,2023-11-25 02:19:46+00:00,2024-04-04 01:40:46+00:00,MOTOR CYCLE,0,8,1,1,0.0
FKN00GL12906,14,1,1,2024-01-28 22:07:46+00:00,2024-03-08 23:07:46+00:00,MAXI-CAB,0,11,1,1,0.0
FKN00GL50737,14,1,1,2024-03-25 01:32:46+00:00,2024-04-08 08:24:46+00:00,MOTOR CYCLE,0,8,1,1,0.0
FKN00GL63327,14,1,1,2024-01-22 03:07:46+00:00,2024-03-22 05:45:46+00:00,SCOOTER,0,9,1,1,0.0
FKN00GL53263,13,1,1,2023-11-14 19:27:46+00:00,2024-02-21 19:46:46+00:00,CAR,12,8,1,1,0.9230769230059171
FKN00GL76754,13,3,3,2023-11-14 22:04:46+00:00,2024-03-05 01:15:46+00:00,MOTOR CYCLE,11,12,1,1,0.8461538460887574
FKN00GL115574,13,1,1,2023-12-02 21:38:46+00:00,2024-01-08 20:32:46+00:00,CAR,11,13,1,1,0.8461538460887574
FKN00GL122435,13,1,1,2023-11-11 03:23:46+00:00,2024-01-01 03:02:46+00:00,SCOOTER,11,10,1,1,0.8461538460887574
FKN00GL6855,13,1,1,2023-12-07 03:24:46+00:00,2024-02-02 19:50:46+00:00,SCOOTER,11,12,1,1,0.8461538460887574
FKN00GL114057,13,2,2,2023-11-11 06:41:46+00:00,2023-12-07 02:59:46+00:00,CAR,10,9,1,1,0.7692307691715976
FKN00GL100448,13,1,1,2023-11-22 02:19:46+00:00,2024-01-11 23:49:46+00:00,LGV,10,10,1,1,0.7692307691715976
FKN00GL50547,13,1,1,2023-11-17 20:52:46+00:00,2024-03-12 03:19:46+00:00,VAN,10,13,1,1,0.7692307691715976
FKN00GL76628,13,1,1,2023-11-22 22:48:46+00:00,2024-03-04 23:50:46+00:00,SCOOTER,10,13,1,1,0.7692307691715976
FKN00GL23215,13,2,2,2023-11-12 02:33:46+00:00,2024-03-11 04:16:46+00:00,SCOOTER,9,12,1,1,0.6923076922544379
FKN00GL6089,13,2,2,2023-11-14 01:00:46+00:00,2024-02-02 03:30:46+00:00,SCOOTER,9,13,1,1,0.6923076922544379
FKN00GL111835,13,1,1,2023-11-11 03:15:46+00:00,2024-01-14 05:50:46+00:00,SCOOTER,9,11,1,1,0.6923076922544379
FKN00GL103735,13,2,2,2023-11-28 07:18:46+00:00,2023-12-25 21:34:46+00:00,CAR,8,13,1,1,0.6153846153372781
FKN00GL7795,13,2,2,2023-11-12 05:45:46+00:00,2024-02-03 04:52:46+00:00,MOPED,8,13,1,1,0.6153846153372781
FKN00GL1053,13,1,1,2023-12-14 21:21:46+00:00,2024-03-26 21:12:46+00:00,MOTOR CYCLE,8,11,1,1,0.6153846153372781
FKN00GL17669,13,1,1,2023-12-05 04:04:46+00:00,2024-02-07 06:25:46+00:00,SCOOTER,8,10,1,1,0.6153846153372781
FKN00GL32683,13,1,1,2023-11-11 03:13:46+00:00,2024-03-10 02:29:46+00:00,SCOOTER,8,11,1,1,0.6153846153372781
FKN00GL7697,13,1,1,2023-11-17 02:49:46+00:00,2024-03-07 00:35:46+00:00,MOTOR CYCLE,8,12,1,1,0.6153846153372781
FKN00GL0147,13,4,4,2023-11-15 02:24:46+00:00,2024-04-02 06:01:46+00:00,GOODS AUTO,7,13,1,1,0.5384615384201183
FKN00GL115942,13,2,2,2023-12-02 00:00:46+00:00,2024-01-18 05:07:46+00:00,SCOOTER,7,12,1,1,0.5384615384201183
FKN00GL2190,13,2,2,2023-11-12 05:21:46+00:00,2024-04-03 03:30:46+00:00,SCOOTER,7,11,1,1,0.5384615384201183
FKN00GL2891,13,2,2,2023-11-15 03:43:46+00:00,2024-02-15 03:38:46+00:00,SCOOTER,7,13,1,1,0.5384615384201183
FKN00GL1960,13,1,1,2023-11-12 01:14:46+00:00,2024-04-02 02:25:46+00:00,MOTOR CYCLE,7,11,1,1,0.5384615384201183
FKN00GL28769,13,1,1,2023-11-15 01:09:46+00:00,2024-02-25 03:50:46+00:00,TANKER,7,12,1,1,0.5384615384201183
FKN00GL32518,13,1,1,2023-11-11 02:04:46+00:00,2024-03-17 03:12:46+00:00,SCOOTER,7,10,1,1,0.5384615384201183
FKN00GL5761,13,1,1,2023-11-17 04:01:46+00:00,2024-04-04 05:18:46+00:00,SCOOTER,7,13,1,1,0.5384615384201183
FKN00GL6420,13,1,1,2023-11-18 04:32:46+00:00,2024-03-01 05:39:46+00:00,MOTOR CYCLE,7,13,1,1,0.5384615384201183
FKN00GL69641,13,1,1,2023-11-12 04:00:46+00:00,2024-02-02 03:28:46+00:00,SCOOTER,7,11,1,1,0.5384615384201183
FKN00GL3007,13,3,3,2023-11-21 22:16:46+00:00,2024-02-08 21:24:46+00:00,SCOOTER,6,13,1,1,0.4615384615029586
FKN00GL11665,13,1,1,2023-12-22 00:49:46+00:00,2024-03-22 02:27:46+00:00,SCOOTER,6,12,1,1,0.4615384615029586
FKN00GL14458,13,1,1,2023-11-15 02:26:46+00:00,2024-03-25 01:44:46+00:00,PASSENGER AUTO,6,12,1,1,0.4615384615029586
FKN00GL20782,13,1,1,2023-11-17 04:41:46+00:00,2024-03-29 23:24:46+00:00,MOTOR CYCLE,6,11,1,1,0.4615384615029586
FKN00GL31873,13,1,1,2023-11-10 21:46:46+00:00,2024-03-31 19:32:46+00:00,SCOOTER,6,12,1,1,0.4615384615029586
FKN00GL37361,13,1,1,2023-11-30 23:16:46+00:00,2024-03-15 00:23:46+00:00,SCOOTER,6,10,1,1,0.4615384615029586
FKN00GL5390,13,1,1,2023-12-28 23:23:46+00:00,2024-04-02 21:44:46+00:00,SCOOTER,6,13,1,1,0.4615384615029586
FKN00GL5704,13,1,1,2023-12-07 02:32:46+00:00,2024-02-13 07:19:46+00:00,SCOOTER,6,13,1,1,0.4615384615029586
FKN00GL5752,13,1,1,2023-11-17 03:39:46+00:00,2024-03-12 03:14:46+00:00,SCOOTER,6,12,1,1,0.4615384615029586
FKN00GL21328,13,3,3,2023-11-10 00:40:46+00:00,2024-02-20 04:39:46+00:00,SCOOTER,5,13,1,1,0.3846153845857988
FKN00GL5756,13,3,3,2023-12-13 21:23:46+00:00,2024-03-12 22:56:46+00:00,SCOOTER,5,11,1,1,0.3846153845857988
FKN00GL96078,13,3,3,2023-11-17 21:09:46+00:00,2024-02-02 20:58:46+00:00,SCOOTER,5,12,1,1,0.3846153845857988
FKN00GL6480,13,2,2,2023-11-15 00:44:46+00:00,2024-03-27 02:14:46+00:00,SCOOTER,5,11,1,1,0.3846153845857988
FKN00GL72851,13,2,2,2023-11-11 06:31:46+00:00,2024-03-02 06:58:46+00:00,SCOOTER,5,12,1,1,0.3846153845857988
FKN00GL1104,13,1,1,2023-11-29 22:46:46+00:00,2024-03-02 21:30:46+00:00,SCOOTER,5,10,1,1,0.3846153845857988
FKN00GL3213,13,1,1,2023-11-29 02:49:46+00:00,2024-03-29 23:51:46+00:00,MOTOR CYCLE,5,12,1,1,0.3846153845857988
FKN00GL50810,13,1,1,2023-12-15 19:14:46+00:00,2024-03-25 19:30:46+00:00,LGV,5,10,1,1,0.3846153845857988
FKN00GL0330,13,2,2,2023-11-17 09:21:46+00:00,2024-03-29 23:53:46+00:00,MOTOR CYCLE,4,11,1,1,0.30769230766863903
FKN00GL1620,13,2,2,2024-01-18 04:01:46+00:00,2024-04-07 03:24:46+00:00,SCOOTER,4,11,1,1,0.30769230766863903
FKN00GL44458,13,2,2,2023-11-29 04:47:46+00:00,2024-03-30 23:21:46+00:00,SCOOTER,4,12,1,1,0.30769230766863903
FKN00GL9880,13,2,2,2023-11-11 01:10:46+00:00,2024-03-03 05:12:46+00:00,PASSENGER AUTO,4,8,1,1,0.30769230766863903
FKN00GL0921,13,1,1,2024-01-06 03:56:46+00:00,2024-03-21 06:00:46+00:00,SCOOTER,4,11,1,1,0.30769230766863903
FKN00GL12846,13,1,1,2023-12-06 02:40:46+00:00,2024-03-28 21:40:46+00:00,MOTOR CYCLE,4,12,1,1,0.30769230766863903
FKN00GL6174,13,1,1,2023-11-15 04:25:46+00:00,2024-02-14 05:10:46+00:00,SCOOTER,4,13,1,1,0.30769230766863903
FKN00GL11524,13,1,1,2024-01-09 04:12:46+00:00,2024-03-13 03:03:46+00:00,SCOOTER,3,9,1,1,0.2307692307514793
FKN00GL12648,13,1,1,2023-12-01 04:05:46+00:00,2024-04-02 04:23:46+00:00,PASSENGER AUTO,3,11,1,1,0.2307692307514793
FKN00GL16436,13,1,1,2023-11-23 03:50:46+00:00,2024-03-20 06:26:46+00:00,CAR,3,7,1,1,0.2307692307514793
FKN00GL17792,13,1,1,2024-01-10 00:39:46+00:00,2024-04-06 05:13:46+00:00,SCOOTER,3,12,1,1,0.2307692307514793
FKN00GL2927,13,1,1,2023-12-22 00:48:46+00:00,2024-03-28 07:51:46+00:00,SCOOTER,3,11,1,1,0.2307692307514793
FKN00GL43870,13,1,1,2023-11-11 01:53:46+00:00,2024-04-06 04:16:46+00:00,MOTOR CYCLE,3,11,1,1,0.2307692307514793
FKN00GL15299,13,2,2,2024-01-23 00:42:46+00:00,2024-03-04 21:53:46+00:00,MOTOR CYCLE,2,5,1,1,0.15384615383431952
FKN00GL48931,13,2,2,2023-12-12 02:02:46+00:00,2024-04-06 01:32:46+00:00,SCOOTER,2,11,1,1,0.15384615383431952
FKN00GL7084,13,1,1,2023-11-14 04:45:46+00:00,2024-04-03 04:47:46+00:00,SCOOTER,2,13,1,1,0.15384615383431952
FKN00GL43944,13,2,1,2023-12-02 23:09:46+00:00,2024-03-16 22:29:46+00:00,MOTOR CYCLE,1,8,1,1,0.07692307691715976
FKN00GL67984,13,2,2,2023-12-20 04:30:46+00:00,2024-03-12 00:00:46+00:00,SCOOTER,1,5,1,1,0.07692307691715976
FKN00GL27384,13,1,1,2024-02-06 04:44:46+00:00,2024-04-03 03:19:46+00:00,SCOOTER,1,7,1,1,0.07692307691715976
FKN00GL26488,13,1,1,2024-03-13 00:57:46+00:00,2024-03-13 00:57:46+00:00,SCOOTER,0,1,1,1,0.0
FKN00GL54853,13,1,1,2024-02-22 06:33:46+00:00,2024-02-23 07:23:46+00:00,SCOOTER,0,2,1,1,0.0
FKN00GL113054,12,1,1,2023-11-15 00:23:46+00:00,2023-11-22 06:22:46+00:00,MOTOR CYCLE,12,7,1,1,0.9999999999166667
FKN00GL60902,12,1,1,2023-11-15 04:45:46+00:00,2024-02-25 01:14:46+00:00,SCOOTER,10,11,1,1,0.8333333332638889
FKN00GL11617,12,3,3,2023-11-17 21:10:46+00:00,2024-02-01 22:29:46+00:00,SCOOTER,9,9,1,1,0.7499999999375
FKN00GL73104,12,3,3,2023-11-17 20:06:46+00:00,2024-03-02 20:08:46+00:00,CAR,9,9,1,1,0.7499999999375
FKN00GL138267,12,1,1,2023-11-15 00:23:46+00:00,2023-12-19 02:11:46+00:00,SCOOTER,9,9,1,1,0.7499999999375
FKN00GL14474,12,1,1,2023-11-22 01:45:46+00:00,2024-01-25 02:16:46+00:00,SCOOTER,9,12,1,1,0.7499999999375
FKN00GL17285,12,1,1,2024-01-04 23:58:46+00:00,2024-02-06 23:46:46+00:00,SCOOTER,9,11,1,1,0.7499999999375
FKN00GL6108,12,1,1,2023-11-14 00:15:46+00:00,2024-02-02 03:34:46+00:00,SCOOTER,9,12,1,1,0.7499999999375
FKN00GL6306,12,1,1,2023-11-11 05:11:46+00:00,2024-03-28 05:16:46+00:00,SCOOTER,9,10,1,1,0.7499999999375
FKN00GL89378,12,1,1,2023-11-12 02:57:46+00:00,2024-01-02 04:57:46+00:00,MOTOR CYCLE,9,12,1,1,0.7499999999375
FKN00GL102161,12,2,2,2023-11-14 00:57:46+00:00,2024-01-20 23:29:46+00:00,SCOOTER,8,10,1,1,0.6666666666111111
FKN00GL17716,12,2,2,2023-11-11 01:32:46+00:00,2024-01-21 06:25:46+00:00,PASSENGER AUTO,8,10,1,1,0.6666666666111111
FKN00GL3083,12,2,2,2023-12-19 03:10:46+00:00,2024-03-13 07:12:46+00:00,SCOOTER,8,10,1,1,0.6666666666111111
FKN00GL30840,12,2,2,2023-11-15 05:29:46+00:00,2024-02-10 05:05:46+00:00,MOTOR CYCLE,8,10,1,1,0.6666666666111111
FKN00GL15235,12,1,1,2023-11-11 04:24:46+00:00,2024-03-19 07:52:46+00:00,CAR,8,11,1,1,0.6666666666111111
FKN00GL24113,12,1,1,2023-11-28 03:37:46+00:00,2024-02-22 01:07:46+00:00,SCOOTER,8,10,1,1,0.6666666666111111
FKN00GL37439,12,1,1,2023-11-17 02:56:46+00:00,2024-03-20 06:05:46+00:00,MOTOR CYCLE,8,11,1,1,0.6666666666111111
FKN00GL3761,12,1,1,2023-11-11 06:13:46+00:00,2024-03-17 03:39:46+00:00,SCOOTER,8,11,1,1,0.6666666666111111
FKN00GL80784,12,1,1,2023-11-16 21:45:46+00:00,2024-03-07 04:38:46+00:00,SCOOTER,8,10,1,1,0.6666666666111111
FKN00GL104843,12,2,2,2023-11-17 21:09:46+00:00,2024-01-05 23:21:46+00:00,SCOOTER,7,10,1,1,0.5833333332847223
FKN00GL15079,12,2,2,2023-11-16 01:07:46+00:00,2024-03-18 05:19:46+00:00,PASSENGER AUTO,7,11,1,1,0.5833333332847223
FKN00GL28770,12,2,2,2023-11-15 01:08:46+00:00,2024-02-25 03:51:46+00:00,TANKER,7,11,1,1,0.5833333332847223
FKN00GL19350,12,1,1,2023-11-21 20:02:46+00:00,2024-02-21 05:48:46+00:00,LGV,7,9,1,1,0.5833333332847223
FKN00GL22726,12,1,1,2023-11-16 23:40:46+00:00,2024-03-07 00:35:46+00:00,SCOOTER,7,11,1,1,0.5833333332847223
FKN00GL36507,12,1,1,2023-11-22 00:38:46+00:00,2024-03-04 23:50:46+00:00,MOTOR CYCLE,7,12,1,1,0.5833333332847223
FKN00GL8131,12,3,3,2023-12-03 05:15:46+00:00,2024-02-10 06:05:46+00:00,CAR,6,12,1,1,0.49999999995833333
FKN00GL13448,12,2,2,2023-11-21 18:24:46+00:00,2024-03-27 18:26:46+00:00,LGV,6,11,1,1,0.49999999995833333
FKN00GL2865,12,2,2,2023-11-30 23:52:46+00:00,2024-03-15 22:53:46+00:00,SCOOTER,6,12,1,1,0.49999999995833333
FKN00GL48905,12,2,1,2023-11-26 01:52:46+00:00,2024-03-11 22:01:46+00:00,SCOOTER,6,8,1,1,0.49999999995833333
FKN00GL16533,12,1,1,2023-12-16 04:19:46+00:00,2024-03-06 06:52:46+00:00,MOTOR CYCLE,6,11,1,1,0.49999999995833333
