stage5_rank,st_dbscan_cluster_id,cluster_label,records_total,lambda_hr_peak_window,mean_dwell_minutes,mu_departures_per_hour,blocking_vehicles_L,road_class,lane_count,carriageway_width_m,link_length_m,base_capacity_pcu_hr,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_time_min,delay_minutes_per_vehicle,junction_degree,betweenness_centrality,criticality_factor,growth_pct_change,growth_multiplier,vehicle_width_avg_m,dominant_vehicle_type,unique_vehicles,unique_vehicle_types,geometry_source,centroid_lat,centroid_lon
77,162,POLICE_STATION::Sadashivanagar (Cluster 162),52,1.8,94.4,0.635593220338983,2.8319999955443205,road,2,7.0,250.0,3199.999999542857,3154.3494044628883,0.014265810964836256,0.49999999999998335,0.006136294795387749,4,0.0,1.0,49.999999949999996,50.999999949999996,1.4692307692307691,CAR,51,4,fallback,13.028008001923077,77.57363048076924
78,771,JUNCTION::BTP009 - Prakash Nagar Junction (Cluster 771),40,2.2,94.4,0.635593220338983,3.4613333278875027,road,2,7.0,250.0,3199.999999542857,3154.42907391329,0.01424091426158225,0.49999999999998335,0.006125343736645275,4,0.0,1.0,0.0,1.0,1.2,SCOOTER,39,7,fallback,12.9926088225,77.558071735
79,455,POLICE_STATION::Wilson Garden (Cluster 455),19,1.4,94.4,0.635593220338983,2.202666663201138,road,2,7.0,250.0,3199.999999542857,3154.46541436435,0.014229557870624188,0.49999999999998335,0.006120348803447155,4,0.0,1.0,0.0,1.0,1.8842105263157893,CAR,19,4,fallback,12.944711294736843,77.58578746842106
80,132,JUNCTION::BTP061 - Bhashyam Circle (Cluster 132),79,1.9142857142857144,94.4,0.635593220338983,3.011809519070944,road,2,7.0,250.0,3199.999999542857,3154.909779879846,0.014090693647011987,0.49999999999998335,0.0060592860358989085,4,0.0,1.0,9.285714284387755,10.285714284387755,1.3645569620253164,CAR,76,5,fallback,12.985260350632911,77.55388748607595
81,412,JUNCTION::BTP137 - Madiwala Traffic PS Junction (Cluster 412),43,1.4,94.4,0.635593220338983,2.202666663201138,road,2,7.0,250.0,3199.999999542857,3154.9268535801384,0.01408535811566991,0.49999999999998335,0.0060569403779108365,4,0.0,1.0,-0.6562499999794923,1.0,1.8651162790697675,CAR,41,7,fallback,12.925231369767442,77.61902737209302
82,369,POLICE_STATION::Cubbon Park (Cluster 369),44,1.45,186.0,0.32258064515955603,4.494999986089666,road,2,7.0,250.0,3199.999999542857,3155.166752941162,0.014010389565339287,0.49999999999998335,0.006023986164783154,4,0.0,1.0,0.44444444441975306,1.444444444419753,0.9090909090909091,SCOOTER,41,3,fallback,12.974967818181819,77.60427583636364
83,11,JUNCTION::BTP032 - Windsor Circle (Cluster 11),487,1.1466666666666667,237.43478260869566,0.25270097051715584,4.537642494139836,road,2,7.0,250.0,3199.999999542857,3155.4904786340007,0.013909225286312776,0.49999999999998335,0.005979529385116941,4,0.0,1.0,0.0811688311683041,1.081168831168304,0.8940451745379877,SCOOTER,333,7,fallback,12.992327070020535,77.58879523408625
84,244,JUNCTION::BTP048 - Shanthala Junction (Cluster 244),114,1.625,94.4,0.635593220338983,2.556666662644178,road,2,7.0,250.0,3199.999999542857,3155.537836216993,0.013894426041625496,0.49999999999998335,0.005973027030020932,4,0.0,1.0,-0.3943661971775441,1.0,1.5850877192982458,PASSENGER AUTO,114,5,fallback,12.977461434210525,77.5707952991228
85,726,JUNCTION::BTP010 - Rajajinagar Entrance (Cluster 726),19,1.9,94.4,0.635593220338983,2.989333328630116,road,2,7.0,250.0,3199.999999542857,3155.8100110535797,0.013809371405180126,0.49999999999998335,0.005935662414019161,4,0.0,1.0,0.0,1.0,1.3473684210526315,CAR,19,3,fallback,12.985126389473685,77.56013851578946
86,152,"JUNCTION::BTP095 - Satellite Bus Stand, Mysore Road (Cluster 152)",23,2.1,94.4,0.635593220338983,3.303999994801707,road,2,7.0,250.0,3199.999999542857,3156.342872667496,0.013642852150807516,0.49999999999998335,0.005862539385697274,4,0.0,1.0,0.0,1.0,1.2043478260869565,SCOOTER,23,5,fallback,12.953749917391304,77.54325060434782
87,711,POLICE_STATION::Kodigehalli (Cluster 711),17,1.7,94.4,0.635593220338983,2.6746666624585247,road,2,7.0,250.0,3199.999999542857,3156.673096766261,0.013539657119928772,0.49999999999998335,0.005817243033277088,4,0.0,1.0,0.4285714285102041,1.428571428510204,1.4764705882352942,CAR,17,5,fallback,13.06877847647059,77.5927252882353
88,562,JUNCTION::BTP068 - Veeresh Theatre Junction (Cluster 562),15,3.0,94.4,0.635593220338983,4.719999992573867,road,2,7.0,250.0,3199.999999542857,3157.1909481938696,0.013377828548778004,0.49999999999998335,0.005746239880402975,4,0.0,1.0,0.0,1.0,0.8266666666666667,SCOOTER,15,2,fallback,12.976730433333334,77.54546944
89,41,"JUNCTION::BTP024 - NPS, Vijayanagar (Cluster 41)",60,0.8857142857142857,194.0,0.3092783505138697,2.8638095145646347,road,2,7.0,250.0,3199.999999542857,3157.5828894878246,0.013255346894399667,0.49999999999998335,0.0056925245512037415,4,0.0,1.0,-0.775510204065806,1.0,1.35,SCOOTER,55,8,fallback,12.985268855,77.54963280666668
90,735,POLICE_STATION::Malleshwaram (Cluster 735),14,1.4,94.4,0.635593220338983,2.202666663201138,road,2,7.0,250.0,3199.999999542857,3157.881416764015,0.013162057120576831,0.49999999999998335,0.005651625513796383,4,0.0,1.0,0.0,1.0,1.7428571428571427,CAR,14,3,fallback,12.999525457142855,77.56942269285715
91,224,JUNCTION::BTP098 - Nayandahalli Junction (Cluster 224),49,2.2,94.4,0.635593220338983,3.4613333278875027,road,2,7.0,250.0,3199.999999542857,3158.226651049087,0.013054171406476356,0.49999999999998335,0.005604342530089333,4,0.0,1.0,10.2499999974375,11.2499999974375,1.0999999999999999,SCOOTER,48,8,fallback,12.940712863265306,77.52468388979592
92,80,JUNCTION::BTP020 - Hosahalli Metro Station (Cluster 80),146,2.35,94.4,0.635593220338983,3.697333327516196,road,2,7.0,250.0,3199.999999542857,3158.2680318709276,0.013041239899649337,0.49999999999998335,0.005598676131430267,4,0.0,1.0,-0.8854961831993474,1.0,1.0287671232876714,SCOOTER,138,6,fallback,12.974472561643836,77.54625698219178
93,89,JUNCTION::BTP211 - Central Street Junction (Cluster 89),71,1.5142857142857142,94.4,0.635593220338983,2.3824761867277613,road,2,7.0,250.0,3199.999999542857,3158.3614105084516,0.013012059075419025,0.49999999999998335,0.005585890368740857,4,0.0,1.0,0.3666666666544444,1.3666666666544445,1.5929577464788733,PASSENGER AUTO,70,5,fallback,12.984193714084507,77.60323464225353
94,646,POLICE_STATION::K.R. Pura (Cluster 646),139,1.6,94.4,0.635593220338983,2.5173333293727294,road,2,7.0,250.0,3199.999999542857,3158.393058941892,0.013002168939967529,0.49999999999998335,0.005581557210945342,4,0.0,1.0,2.1578947367285317,3.1578947367285317,1.506474820143885,CAR,139,10,fallback,13.005555866330935,77.68554430352519
95,257,"JUNCTION::BTP189 - New Diagonal Road, Jayanagar (Cluster 257)",87,2.4,94.4,0.635593220338983,3.7759999940590934,road,2,7.0,250.0,3199.999999542857,3158.5718853341596,0.01294628569237588,0.49999999999998335,0.005557075669760285,4,0.0,1.0,41.999999958,42.999999958,1.0,SCOOTER,75,4,fallback,12.928616228735631,77.58070089425287
96,320,JUNCTION::BTP053 - Three Let Junction (Cluster 320),15,1.5,94.4,0.635593220338983,2.3599999962869336,road,2,7.0,250.0,3199.999999542857,3159.9528224744495,0.012514742835973758,0.49999999999998335,0.005368169317097168,4,0.0,1.0,-0.928571428505102,1.0,1.5466666666666669,PASSENGER AUTO,15,2,fallback,12.9843953,77.58232827333333
97,756,POLICE_STATION::HAL Old Airport (Cluster 756),60,0.7,246.0,0.24390243902339878,2.8699999882446665,road,2,7.0,250.0,3199.999999542857,3160.6924797150887,0.01228359994824113,0.49999999999998335,0.005267093222807818,4,0.0,1.0,57.999999941999995,58.999999941999995,1.2483333333333335,CAR,59,3,fallback,12.958595678333333,77.66816897
98,426,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 426),19,1.2,94.4,0.635593220338983,1.8879999970295467,road,2,7.0,250.0,3199.999999542857,3160.9703551041366,0.012196763889151252,0.49999999999998335,0.005229139892161756,4,0.0,1.0,-0.41666666663194446,1.0,1.8842105263157893,CAR,19,3,fallback,12.991177915789473,77.61204518421053
99,17,"JUNCTION::BTP016 - 5th Main Road, RPC Layout (Cluster 17)",1387,2.642857142857143,68.65517241379311,0.8739326971243876,3.0240968767150793,road,2,7.0,250.0,3199.999999542857,3161.199861713419,0.012125043073740183,0.49999999999998335,0.005197800811119913,4,0.0,1.0,0.05481481481448999,1.05481481481449,1.1694304253785148,SCOOTER,1272,14,fallback,12.966594891041229,77.53792556985502
100,53,JUNCTION::BTP032 - Windsor Circle (Cluster 53),24,1.3333333333333333,94.4,0.635593220338983,2.097777774477274,road,2,7.0,250.0,3199.999999542857,3161.4488377097637,0.012047238074871403,0.49999999999998335,0.00516381121586851,4,0.0,1.0,0.0,1.0,1.6749999999999998,CAR,23,5,fallback,12.996651083333333,77.5842635625
101,718,POLICE_STATION::Kodigehalli (Cluster 718),16,1.4,94.4,0.635593220338983,2.202666663201138,road,2,7.0,250.0,3199.999999542857,3161.6358396141777,0.011988799979733678,0.49999999999998335,0.005138287663924726,4,0.0,1.0,3.3333333322222223,4.333333332222223,1.5875,CAR,16,4,fallback,13.0711266875,77.59269806875
102,587,POLICE_STATION::Banaswadi (Cluster 587),19,1.9,94.4,0.635593220338983,2.989333328630116,road,2,7.0,250.0,3199.999999542857,3162.7146967550293,0.011651657123169512,0.49999999999998335,0.004991128330930213,4,0.0,1.0,-0.09999999999,1.0,1.1368421052631579,SCOOTER,19,4,fallback,12.993696047368422,77.66240933684212
103,82,POLICE_STATION::Malleshwaram (Cluster 82),44,1.3666666666666667,94.4,0.635593220338983,2.150222218839206,road,2,7.0,250.0,3199.999999542857,3163.0586233344766,0.011544180067076915,0.49999999999998335,0.00494424863482946,4,0.0,1.0,19.99999999,20.99999999,1.5659090909090911,CAR,44,8,fallback,12.99966464090909,77.57132123636364
104,119,JUNCTION::BTP135 - UCO Bank Junction (Cluster 119),79,1.7,94.4,0.635593220338983,2.6746666624585247,road,2,7.0,250.0,3199.999999542857,3163.225993101276,0.011491877014944696,0.49999999999998335,0.004921440669744014,4,0.0,1.0,37.999999962,38.999999962,1.2531645569620253,SCOOTER,79,7,fallback,12.93534355949367,77.61527929873418
105,154,JUNCTION::BTP028 - Vijayanagar Bus Stand Junction (Cluster 154),38,1.1666666666666667,94.4,0.635593220338983,1.835555552667615,road,2,7.0,250.0,3199.999999542857,3163.8033961013766,0.011311438577387478,0.49999999999998335,0.004842785176024477,4,0.0,1.0,5.5999999988799996,6.5999999988799996,1.7973684210526315,CAR,37,8,fallback,12.973025486842104,77.53866460526315
106,675,POLICE_STATION::Electronic City (Cluster 675),36,2.4,94.4,0.635593220338983,3.7759999940590934,road,2,7.0,250.0,3199.999999542857,3163.865477705271,0.011292038076167743,0.49999999999998335,0.004834330908217618,4,0.0,1.0,0.0,1.0,0.8722222222222222,SCOOTER,36,3,fallback,12.850938727777779,77.65746415555556
107,720,POLICE_STATION::Whitefield (Cluster 720),28,1.1,94.4,0.635593220338983,1.7306666639437513,road,2,7.0,250.0,3199.999999542857,3163.923016752783,0.011274057123817682,0.49999999999998335,0.0048264957075149035,4,0.0,1.0,0.0,1.0,1.9,CAR,28,1,fallback,12.961177092857143,77.73264837857143
108,680,JUNCTION::BTP180 - Swagath Poornima Theatre (Cluster 680),41,1.05,94.4,0.635593220338983,1.6519999974008535,road,2,7.0,250.0,3199.999999542857,3163.9714337561777,0.011258926810254644,0.49999999999998335,0.004819903017205784,4,0.0,1.0,0.0,1.0,1.9878048780487805,TEMPO,34,7,fallback,12.961173807317074,77.58678606829268
109,552,POLICE_STATION::Halasur (Cluster 552),19,1.2,94.4,0.635593220338983,1.8879999970295467,road,2,7.0,250.0,3199.999999542857,3164.459038405922,0.011106550357187883,0.49999999999998335,0.0047535259838348476,4,0.0,1.0,16.999999983,17.999999983,1.7157894736842105,CAR,19,5,fallback,12.976316878947369,77.6264914368421
110,710,POLICE_STATION::Mahadevapura (Cluster 710),56,11.2,10.4,5.769230768676035,1.941333333183502,road,2,7.0,250.0,3199.999999542857,3164.8563195556108,0.010982399997892411,0.49999999999998335,0.004699468166692777,4,0.0,1.0,0.0,1.0,1.6500000000000001,PASSENGER AUTO,51,4,fallback,12.995499642016995,77.69603699123982
111,366,"JUNCTION::BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 366)",328,1.7142857142857142,71.0,0.8450704225233088,2.028571426199524,road,2,7.0,250.0,3199.999999542857,3165.000569031311,0.010937322036729702,0.49999999999998335,0.004679845462435233,4,0.0,1.0,-0.061403508771391196,1.0,1.572560975609756,CAR,312,8,fallback,12.969011838370493,77.64492171694344
112,382,POLICE_STATION::Kodigehalli (Cluster 382),411,2.941666666666667,56.8,1.0563380281504167,2.784777775190549,road,2,7.0,250.0,3199.999999542857,3165.1056596107355,0.010904481230654794,0.49999999999998335,0.004665551421298231,4,0.0,1.0,1.5431034482359545,2.5431034482359545,1.1420924574209246,SCOOTER,386,8,fallback,13.071194625790755,77.58817191459855
113,202,POLICE_STATION::Kamakshipalya (Cluster 202),26,2.1,94.4,0.635593220338983,3.303999994801707,road,2,7.0,250.0,3199.999999542857,3165.2840365304723,0.010848738443229089,0.49999999999998335,0.004641292626266319,4,0.0,1.0,2.3333333329444446,3.3333333329444446,0.9576923076923077,SCOOTER,26,3,fallback,12.989271542307693,77.50055831538461
114,588,POLICE_STATION::Rajajinagar (Cluster 588),44,1.12,94.4,0.635593220338983,1.7621333305609106,road,2,7.0,250.0,3199.999999542857,3165.28826142557,0.01084741816351098,0.49999999999998335,0.004640718103279614,4,0.0,1.0,-0.580645161271592,1.0,1.7954545454545454,CAR,36,8,fallback,13.01698915909091,77.5312329
115,312,POLICE_STATION::Sadashivanagar (Cluster 312),22,1.0666666666666667,94.4,0.635593220338983,1.6782222195818195,road,2,7.0,250.0,3199.999999542857,3165.7694970956704,0.010697032016583119,0.49999999999998335,0.0045752928532267305,4,0.0,1.0,0.0,1.0,1.8590909090909091,CAR,22,3,fallback,13.027929904545454,77.57380153181818
116,406,POLICE_STATION::Jnanabharathi (Cluster 406),108,0.6,180.0,0.3333333333314815,1.7999999946099996,road,2,7.0,250.0,3199.999999542857,3166.3908567959575,0.010502857110215702,0.49999999999998335,0.004490863258341713,4,0.0,1.0,0.5151515151202939,1.515151515120294,1.7018518518518517,CAR,103,6,fallback,12.960968301851851,77.51174831574073
117,451,JUNCTION::BTP061 - Bhashyam Circle (Cluster 451),28,0.95,119.5,0.5020920502050034,1.8920833295807675,road,2,7.0,250.0,3199.999999542857,3166.7858281896492,0.010379428549669445,0.49999999999998335,0.004437221896412681,4,0.0,1.0,-0.8799999999648,1.0,1.5999999999999999,CAR,26,5,fallback,12.985802246428571,77.55602475
118,481,POLICE_STATION::Whitefield (Cluster 481),28,1.3333333333333333,94.4,0.635593220338983,2.097777774477274,road,2,7.0,250.0,3199.999999542857,3166.87394790376,0.01035189113900592,0.49999999999998335,0.0044252571396274296,4,0.0,1.0,0.0,1.0,1.4392857142857143,CAR,28,5,fallback,12.956362042857142,77.73219886071429
119,454,JUNCTION::BTP074 - Leprosy Hospital Junction (Cluster 454),176,0.64,274.0,0.21897810218898184,2.922666653330489,road,2,7.0,250.0,3199.999999542857,3167.2236215199628,0.010242618133927017,0.49999999999998335,0.004377789240985895,4,0.0,1.0,2.29268292671743,3.29268292671743,1.022159090909091,SCOOTER,167,8,fallback,12.975744135409672,77.5596741097618
120,169,POLICE_STATION::Byatarayanapura (Cluster 169),26,2.1,94.4,0.635593220338983,3.303999994801707,road,2,7.0,250.0,3199.999999542857,3167.375359603508,0.010195199982812375,0.49999999999998335,0.004357196010734043,4,0.0,1.0,0.0,1.0,0.9000000000000001,SCOOTER,26,4,fallback,12.935630503846154,77.51803186153846
121,477,JUNCTION::BTP032 - Windsor Circle (Cluster 477),42,1.1428571428571428,94.4,0.635593220338983,1.798095235266235,road,2,7.0,250.0,3199.999999542857,3167.543279680941,0.010142724958607019,0.49999999999998335,0.004334410218549703,4,0.0,1.0,-0.49999999998214284,1.0,1.6452380952380952,CAR,39,4,fallback,12.996851547619046,77.58409357380953
122,694,POLICE_STATION::Electronic City (Cluster 694),18,0.6,326.0,0.18404907975403667,3.259999982297333,road,2,7.0,250.0,3199.999999542857,3167.809828298284,0.010059428515675428,0.49999999999998335,0.004298248836995925,4,0.0,1.0,0.0,1.0,0.8999999999999999,SCOOTER,17,3,fallback,12.840782077777778,77.67670802222223
123,657,JUNCTION::BTP100 - Richmond Circle (Cluster 657),90,0.5333333333333333,377.0,0.1591511936335301,3.351111090063852,road,2,7.0,250.0,3199.999999542857,3168.1765720269545,0.009944821100449586,0.49999999999998335,0.004248509975887386,4,0.0,1.0,20.499999994875,21.499999994875,0.8655555555555556,SCOOTER,87,5,fallback,12.962210283333333,77.59794663444444
124,197,JUNCTION::BTP219 - Canara Bank Junction (Cluster 197),27,1.15,94.4,0.635593220338983,1.809333330486649,road,2,7.0,250.0,3199.999999542857,3168.3854895487198,0.009879534374888643,0.49999999999998335,0.004220183998759747,4,0.0,1.0,3.39999999932,4.39999999932,1.5925925925925926,CAR,27,3,fallback,12.93154171111111,77.58382757407408
125,107,POLICE_STATION::Yelahanka (Cluster 107),21,1.9,94.4,0.635593220338983,2.989333328630116,road,2,7.0,250.0,3199.999999542857,3168.6083391930524,0.009809893861024821,0.49999999999998335,0.0041899754644001185,4,0.0,1.0,-0.8947368420581717,1.0,0.9571428571428572,MOTOR CYCLE,21,3,fallback,13.093943976190477,77.5943195047619
126,798,JUNCTION::BTP063 - Siddalingaiah Circle (Cluster 798),15,1.6,94.4,0.635593220338983,2.5173333293727294,road,2,7.0,250.0,3199.999999542857,3168.8828826483245,0.009724099031240052,0.49999999999998335,0.004152768652796323,4,0.0,1.0,0.0,1.0,1.1266666666666665,SCOOTER,15,4,fallback,12.971405866666666,77.59773854666668
127,20,JUNCTION::BTP082 - KR Market Junction (Cluster 20),374,2.35,49.0,1.2244897958933778,1.9191666651385137,road,2,7.0,250.0,3199.999999542857,3169.907935404293,0.009403770044954296,0.49999999999998335,0.00401393978999542,4,0.0,1.0,12.88461538362426,13.88461538362426,1.429144385026738,SCOOTER,368,11,fallback,12.965108344385026,77.57599985347593
128,792,"JUNCTION::BTP226 - 33rd Cross, 11th Main, Jayanagar (Cluster 792)",15,1.3,94.4,0.635593220338983,2.0453333301153425,road,2,7.0,250.0,3199.999999542857,3170.0796948365755,0.009350095222358301,0.49999999999998335,0.003990691109401344,4,0.0,1.0,-0.928571428505102,1.0,1.3333333333333333,CAR,15,3,fallback,12.926632146666666,77.58607416666668
129,734,JUNCTION::BTP146 - Domlur Water Tank (Cluster 734),26,1.05,118.0,0.5084745762668773,2.0649999959563337,road,2,7.0,250.0,3199.999999542857,3170.1115073022315,0.009340153826839392,0.49999999999998335,0.0039863855306422925,4,0.0,1.0,-0.9166666666284722,1.0,1.3192307692307692,CAR,25,5,fallback,12.96090255769231,77.63786971923076
130,324,POLICE_STATION::Hebbala (Cluster 324),55,0.7,192.0,0.3124999999983724,2.239999992843666,road,2,7.0,250.0,3199.999999542857,3170.2406978282525,0.009299781787452055,0.49999999999998335,0.003968901946598599,4,0.0,1.0,-0.8999999999820001,1.0,1.2109090909090907,SCOOTER,54,6,fallback,13.035406738181818,77.58910746
131,150,JUNCTION::BTP023 - Mahalaxmi Layout Entrance (Cluster 150),21,1.6,94.4,0.635593220338983,2.5173333293727294,road,2,7.0,250.0,3199.999999542857,3170.276971570903,0.009288446242872173,0.49999999999998335,0.003963993356068506,4,0.0,1.0,0.0,1.0,1.0761904761904764,SCOOTER,21,5,fallback,13.008328352380952,77.54864377619047
132,764,JUNCTION::BTP098 - Nayandahalli Junction (Cluster 764),15,0.8666666666666667,94.4,0.635593220338983,1.3635555534102284,road,2,7.0,250.0,3199.999999542857,3170.977303977764,0.009069592365696821,0.49999999999998335,0.00386925818033832,4,0.0,1.0,0.0,1.0,1.94,GOODS AUTO,15,7,fallback,12.947772906666668,77.52404638
133,514,JUNCTION::BTP075 - Police Corner (Cluster 514),46,1.75,53.5,1.1214953270818413,1.5604166653044615,road,2,7.0,250.0,3199.999999542857,3171.3798256629757,0.008943804339050287,0.49999999999998335,0.0038148379119546825,4,0.0,1.0,0.0,1.0,1.6717391304347828,CAR,44,8,fallback,12.968524523913043,77.58694634347826
134,644,POLICE_STATION::Mahadevapura (Cluster 644),79,0.5571428571428572,175.5,0.3418803418783939,1.6296428523854372,road,2,7.0,250.0,3199.999999542857,3171.483312473313,0.008911464710815276,0.49999999999998335,0.003800850148026107,4,0.0,1.0,0.9687499999394531,1.968749999939453,1.5949367088607596,CAR,75,11,fallback,12.979188861881061,77.69516147685809
