id,st_dbscan_cluster_id,canonical_vehicle_number,canonical_vehicle_type,service_date,created_datetime_ist,created_datetime_ist_naive,prev_created_datetime_ist,gap_minutes,gap_hours,latitude,longitude,junction_name,police_station,severity_score,hotspot_unit
FKID141266,2,FKN00GL117703,CAR,2023-12-05,2023-12-05 12:34:46+05:30,2023-12-05 12:34:46,2023-12-05 09:06:46,208.0,3.466666666666667,12.9784375,77.5733935,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID183416,2,FKN00GL117880,SCOOTER,2023-12-14,2023-12-14 09:51:46+05:30,2023-12-14 09:51:46,2023-12-14 09:49:46,2.0,0.03333333333333333,12.9735003,77.5793243,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID159150,2,FKN00GL11801,SCOOTER,2023-11-16,2023-11-16 06:46:46+05:30,2023-11-16 06:46:46,2023-11-16 05:37:46,69.0,1.15,12.9720903,77.5803013,BTP038 - Mysore Bank Junction,Upparpet,1,JUNCTION::BTP038 - Mysore Bank Junction
FKID169086,2,FKN00GL118155,SCOOTER,2023-12-06,2023-12-06 01:11:46+05:30,2023-12-06 01:11:46,2023-12-06 00:52:46,19.0,0.31666666666666665,12.96354,77.5772583,BTP082 - KR Market Junction,City Market,1,JUNCTION::BTP082 - KR Market Junction
FKID152023,2,FKN00GL118445,CAR,2023-11-11,2023-11-11 09:04:46+05:30,2023-11-11 09:04:46,2023-11-11 08:18:46,46.0,0.7666666666666667,12.9793777,77.5750188,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID159146,2,FKN00GL118682,CAR,2023-11-17,2023-11-17 01:27:46+05:30,2023-11-17 01:27:46,2023-11-17 01:16:46,11.0,0.18333333333333332,12.9767754,77.5786215,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID142671,2,FKN00GL118852,CAR,2023-11-23,2023-11-23 01:44:46+05:30,2023-11-23 01:44:46,2023-11-23 01:17:46,27.0,0.45,12.9790722,77.578637,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID143641,2,FKN00GL119651,CAR,2023-11-21,2023-11-21 04:37:46+05:30,2023-11-21 04:37:46,2023-11-21 01:21:46,196.0,3.2666666666666666,12.978068,77.5778928,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID175862,2,FKN00GL119667,CAR,2023-11-22,2023-11-22 02:10:46+05:30,2023-11-22 02:10:46,2023-11-22 01:16:46,54.0,0.9,12.9776884,77.579483,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID143721,2,FKN00GL119717,MAXI-CAB,2023-11-21,2023-11-21 02:55:46+05:30,2023-11-21 02:55:46,2023-11-21 02:25:46,30.0,0.5,12.9779519,77.5754876,BTP045 - Danvanthri Road Junction,Upparpet,1,JUNCTION::BTP045 - Danvanthri Road Junction
FKID143785,2,FKN00GL119771,MAXI-CAB,2023-11-21,2023-11-21 02:42:46+05:30,2023-11-21 02:42:46,2023-11-21 01:42:46,60.0,1.0,12.9786701,77.5751623,BTP057 - Anand Rao Junction,Upparpet,1,JUNCTION::BTP057 - Anand Rao Junction
FKID157886,2,FKN00GL119894,CAR,2023-11-16,2023-11-16 02:36:46+05:30,2023-11-16 02:36:46,2023-11-16 00:38:46,118.0,1.9666666666666666,12.9775828,77.577239,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID207237,2,FKN00GL119894,CAR,2023-11-18,2023-11-18 02:21:46+05:30,2023-11-18 02:21:46,2023-11-18 02:19:46,2.0,0.03333333333333333,12.9776776,77.577121,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID215497,2,FKN00GL119935,SCOOTER,2023-12-31,2023-12-31 06:45:46+05:30,2023-12-31 06:45:46,2023-12-31 06:29:46,16.0,0.26666666666666666,12.9770393,77.5767923,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID145438,2,FKN00GL121161,PASSENGER AUTO,2023-11-11,2023-11-11 02:54:46+05:30,2023-11-11 02:54:46,2023-11-11 02:51:46,3.0,0.05,12.9798821,77.5748312,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID150733,2,FKN00GL121164,CAR,2023-11-13,2023-11-13 09:43:46+05:30,2023-11-13 09:43:46,2023-11-13 02:26:46,437.0,7.283333333333333,12.9774406,77.5789545,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID234596,2,FKN00GL121181,CAR,2024-01-05,2024-01-05 02:02:46+05:30,2024-01-05 02:02:46,2024-01-05 00:57:46,65.0,1.0833333333333333,12.9769112,77.5793195,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID145515,2,FKN00GL121222,CAR,2023-11-11,2023-11-11 03:09:46+05:30,2023-11-11 03:09:46,2023-11-11 00:54:46,135.0,2.25,12.9790417,77.579405,BTP058 - Subbanna Junction,Upparpet,2,JUNCTION::BTP058 - Subbanna Junction
FKID145568,2,FKN00GL121264,CAR,2023-11-11,2023-11-11 03:14:46+05:30,2023-11-11 03:14:46,2023-11-11 00:53:46,141.0,2.35,12.979173,77.5783509,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID154129,2,FKN00GL121393,PASSENGER AUTO,2023-11-15,2023-11-15 04:54:46+05:30,2023-11-15 04:54:46,2023-11-15 03:21:46,93.0,1.55,12.9772725,77.5756657,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID156606,2,FKN00GL121396,PASSENGER AUTO,2023-11-14,2023-11-14 11:09:46+05:30,2023-11-14 11:09:46,2023-11-14 10:04:46,65.0,1.0833333333333333,12.9771589,77.5762278,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID155674,2,FKN00GL121491,SCOOTER,2023-11-11,2023-11-11 06:03:46+05:30,2023-11-11 06:03:46,2023-11-11 05:49:46,14.0,0.23333333333333334,12.9760055,77.5775093,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID151950,2,FKN00GL121492,SCOOTER,2023-11-11,2023-11-11 06:02:46+05:30,2023-11-11 06:02:46,2023-11-11 05:48:46,14.0,0.23333333333333334,12.9760055,77.5775093,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID199347,2,FKN00GL12164,LGV,2023-12-23,2023-12-23 10:49:46+05:30,2023-12-23 10:49:46,2023-12-23 05:38:46,311.0,5.183333333333334,12.968394,77.5748395,"BTP083 - AS Char Street, Mysore Road",Chamarajpet,2,"JUNCTION::BTP083 - AS Char Street, Mysore Road"
FKID146068,2,FKN00GL121679,CAR,2023-12-04,2023-12-04 03:01:46+05:30,2023-12-04 03:01:46,2023-12-04 02:34:46,27.0,0.45,12.9735559,77.5741859,BTP043 - Upparpet Junction,Upparpet,1,JUNCTION::BTP043 - Upparpet Junction
FKID149263,2,FKN00GL121900,MOTOR CYCLE,2023-11-12,2023-11-12 11:21:46+05:30,2023-11-12 11:21:46,2023-11-12 05:19:46,362.0,6.033333333333333,12.9727836,77.5782461,BTP044 - Sagar Theatre Junction,City Market,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID146333,2,FKN00GL121902,MOTOR CYCLE,2023-11-12,2023-11-12 05:59:46+05:30,2023-11-12 05:59:46,2023-11-12 05:48:46,11.0,0.18333333333333332,12.9732335,77.5776233,BTP044 - Sagar Theatre Junction,City Market,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID146416,2,FKN00GL121955,CAR,2023-11-12,2023-11-12 00:59:46+05:30,2023-11-12 00:59:46,2023-11-12 00:58:46,1.0,0.016666666666666666,12.9794403,77.5749318,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID146414,2,FKN00GL121962,PASSENGER AUTO,2023-11-12,2023-11-12 00:56:46+05:30,2023-11-12 00:56:46,2023-11-12 00:55:46,1.0,0.016666666666666666,12.98029,77.5748333,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID212425,2,FKN00GL12214,PASSENGER AUTO,2023-12-28,2023-12-28 08:49:46+05:30,2023-12-28 08:49:46,2023-12-28 08:17:46,32.0,0.5333333333333333,12.9645007,77.5770304,BTP082 - KR Market Junction,City Market,2,JUNCTION::BTP082 - KR Market Junction
FKID146654,2,FKN00GL122163,SCOOTER,2023-11-11,2023-11-11 06:53:46+05:30,2023-11-11 06:53:46,2023-11-11 06:43:46,10.0,0.16666666666666666,12.9772065,77.5764398,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID154170,2,FKN00GL122232,PASSENGER AUTO,2023-11-15,2023-11-15 08:58:46+05:30,2023-11-15 08:58:46,2023-11-15 06:17:46,161.0,2.683333333333333,12.9742932,77.5742842,BTP043 - Upparpet Junction,Upparpet,1,JUNCTION::BTP043 - Upparpet Junction
FKID147204,2,FKN00GL122352,CAR,2023-11-11,2023-11-11 10:16:46+05:30,2023-11-11 10:16:46,2023-11-11 08:16:46,120.0,2.0,12.9784888,77.5752273,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID147026,2,FKN00GL122354,CAR,2023-11-11,2023-11-11 09:04:46+05:30,2023-11-11 09:04:46,2023-11-11 08:17:46,47.0,0.7833333333333333,12.9792218,77.5750286,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID147118,2,FKN00GL122549,CAR,2023-11-11,2023-11-11 08:46:46+05:30,2023-11-11 08:46:46,2023-11-11 08:29:46,17.0,0.2833333333333333,12.9776379,77.5809915,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID164731,2,FKN00GL122791,SCOOTER,2023-11-12,2023-11-12 10:52:46+05:30,2023-11-12 10:52:46,2023-11-12 05:40:46,312.0,5.2,12.9730278,77.5790499,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID148861,2,FKN00GL122796,SCOOTER,2023-11-12,2023-11-12 09:30:46+05:30,2023-11-12 09:30:46,2023-11-12 05:40:46,230.0,3.8333333333333335,12.9730278,77.5790499,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID147810,2,FKN00GL123118,MAXI-CAB,2023-12-05,2023-12-05 05:56:46+05:30,2023-12-05 05:56:46,2023-12-05 04:52:46,64.0,1.0666666666666667,12.9760363,77.574898,BTP045 - Danvanthri Road Junction,Upparpet,2,JUNCTION::BTP045 - Danvanthri Road Junction
FKID155646,2,FKN00GL123239,MOTOR CYCLE,2023-11-11,2023-11-11 06:42:46+05:30,2023-11-11 06:42:46,2023-11-11 05:24:46,78.0,1.3,12.9763607,77.5764794,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID149059,2,FKN00GL123504,PASSENGER AUTO,2023-11-12,2023-11-12 10:02:46+05:30,2023-11-12 10:02:46,2023-11-12 07:49:46,133.0,2.216666666666667,12.9730844,77.5807959,BTP038 - Mysore Bank Junction,Upparpet,2,JUNCTION::BTP038 - Mysore Bank Junction
FKID148557,2,FKN00GL123583,SCOOTER,2023-11-12,2023-11-12 09:30:46+05:30,2023-11-12 09:30:46,2023-11-12 08:53:46,37.0,0.6166666666666667,12.9770883,77.5764703,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID148596,2,FKN00GL123583,SCOOTER,2023-11-12,2023-11-12 09:54:46+05:30,2023-11-12 09:54:46,2023-11-12 09:30:46,24.0,0.4,12.977164,77.5764723,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID212617,2,FKN00GL123708,SCOOTER,2023-12-28,2023-12-28 09:52:46+05:30,2023-12-28 09:52:46,2023-12-28 09:34:46,18.0,0.3,12.977165,77.5764733,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID154706,2,FKN00GL123780,CAR,2023-11-12,2023-11-12 10:44:46+05:30,2023-11-12 10:44:46,2023-11-12 10:02:46,42.0,0.7,12.9768518,77.5791891,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID148774,2,FKN00GL123865,CAR,2023-11-12,2023-11-12 10:42:46+05:30,2023-11-12 10:42:46,2023-11-12 10:37:46,5.0,0.08333333333333333,12.9769434,77.5779045,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID148924,2,FKN00GL123990,SCOOTER,2023-11-12,2023-11-12 10:28:46+05:30,2023-11-12 10:28:46,2023-11-12 09:31:46,57.0,0.95,12.9727511,77.5790105,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID148963,2,FKN00GL124024,SCOOTER,2023-11-12,2023-11-12 11:28:46+05:30,2023-11-12 11:28:46,2023-11-12 11:17:46,11.0,0.18333333333333332,12.9735688,77.5800136,BTP038 - Mysore Bank Junction,Upparpet,1,JUNCTION::BTP038 - Mysore Bank Junction
FKID158810,2,FKN00GL124679,LGV,2023-11-13,2023-11-13 09:19:46+05:30,2023-11-13 09:19:46,2023-11-13 02:30:46,409.0,6.816666666666666,12.9767833,77.5795208,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID281354,2,FKN00GL124911,MOTOR CYCLE,2023-11-23,2023-11-23 11:13:46+05:30,2023-11-23 11:13:46,2023-11-23 02:41:46,512.0,8.533333333333333,12.9784423,77.5735927,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID150435,2,FKN00GL125233,CAR,2023-11-13,2023-11-13 07:16:46+05:30,2023-11-13 07:16:46,2023-11-13 06:05:46,71.0,1.1833333333333333,12.9773345,77.5772673,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID150575,2,FKN00GL125347,SCOOTER,2023-11-13,2023-11-13 08:26:46+05:30,2023-11-13 08:26:46,2023-11-13 07:57:46,29.0,0.48333333333333334,12.9792887,77.5753428,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID150754,2,FKN00GL125417,CAR,2023-11-13,2023-11-13 09:33:46+05:30,2023-11-13 09:33:46,2023-11-13 08:43:46,50.0,0.8333333333333334,12.9750333,77.5746352,BTP045 - Danvanthri Road Junction,Upparpet,2,JUNCTION::BTP045 - Danvanthri Road Junction
FKID151183,2,FKN00GL125876,CAR,2023-11-13,2023-11-13 11:58:46+05:30,2023-11-13 11:58:46,2023-11-13 02:34:46,564.0,9.4,12.9789417,77.5731758,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID151352,2,FKN00GL125876,CAR,2023-11-13,2023-11-13 13:39:46+05:30,2023-11-13 13:39:46,2023-11-13 11:58:46,101.0,1.6833333333333333,12.9783636,77.5736486,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID154653,2,FKN00GL126000,SCOOTER,2023-11-23,2023-11-23 06:14:46+05:30,2023-11-23 06:14:46,2023-11-23 04:17:46,117.0,1.95,12.9771982,77.5764684,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID156670,2,FKN00GL126289,CAR,2023-12-08,2023-12-08 02:22:46+05:30,2023-12-08 02:22:46,2023-12-08 01:16:46,66.0,1.1,12.9753656,77.5761207,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID153985,2,FKN00GL126424,CAR,2023-11-15,2023-11-15 08:37:46+05:30,2023-11-15 08:37:46,2023-11-15 03:33:46,304.0,5.066666666666666,12.9765823,77.5773606,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID266436,2,FKN00GL126503,MOTOR CYCLE,2024-01-16,2024-01-16 08:49:46+05:30,2024-01-16 08:49:46,2024-01-16 07:02:46,107.0,1.7833333333333334,12.9770834,77.5767997,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID152377,2,FKN00GL126679,CAR,2023-11-14,2023-11-14 07:57:46+05:30,2023-11-14 07:57:46,2023-11-14 07:19:46,38.0,0.6333333333333333,12.9761714,77.5831714,BTP038 - Mysore Bank Junction,Upparpet,2,JUNCTION::BTP038 - Mysore Bank Junction
FKID152763,2,FKN00GL126725,SCOOTER,2023-11-14,2023-11-14 07:49:46+05:30,2023-11-14 07:49:46,2023-11-14 07:36:46,13.0,0.21666666666666667,12.9636641,77.5839919,"BTP080 - NR Road, SP Road Junction",Halasuru Gate,2,"JUNCTION::BTP080 - NR Road, SP Road Junction"
FKID152469,2,FKN00GL126765,CAR,2023-11-11,2023-11-11 11:19:46+05:30,2023-11-11 11:19:46,2023-11-11 10:48:46,31.0,0.5166666666666667,12.9679036,77.5746626,"BTP083 - AS Char Street, Mysore Road",Chamarajpet,2,"JUNCTION::BTP083 - AS Char Street, Mysore Road"
FKID152602,2,FKN00GL126942,CAR,2023-11-14,2023-11-14 08:41:46+05:30,2023-11-14 08:41:46,2023-11-14 08:32:46,9.0,0.15,12.9754541,77.57904,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID152554,2,FKN00GL126952,CAR,2023-11-14,2023-11-14 08:43:46+05:30,2023-11-14 08:43:46,2023-11-14 08:41:46,2.0,0.03333333333333333,12.9779821,77.5807181,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID153115,2,FKN00GL126957,CAR,2023-11-14,2023-11-14 10:43:46+05:30,2023-11-14 10:43:46,2023-11-14 08:34:46,129.0,2.15,12.9764296,77.5773786,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID233507,2,FKN00GL127142,SCOOTER,2024-01-06,2024-01-06 13:07:46+05:30,2024-01-06 13:07:46,2024-01-06 09:35:46,212.0,3.533333333333333,12.9762783,77.577365,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID153031,2,FKN00GL127196,CAR,2023-11-14,2023-11-14 10:20:46+05:30,2023-11-14 10:20:46,2023-11-14 09:37:46,43.0,0.7166666666666667,12.9760895,77.5774647,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID158585,2,FKN00GL127289,MOTOR CYCLE,2023-11-14,2023-11-14 10:21:46+05:30,2023-11-14 10:21:46,2023-11-14 10:04:46,17.0,0.2833333333333333,12.9770247,77.576171,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID153174,2,FKN00GL127349,LGV,2023-11-14,2023-11-14 10:53:46+05:30,2023-11-14 10:53:46,2023-11-14 10:20:46,33.0,0.55,12.9770084,77.5763313,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID153221,2,FKN00GL127426,CAR,2023-11-14,2023-11-14 11:09:46+05:30,2023-11-14 11:09:46,2023-11-14 10:53:46,16.0,0.26666666666666666,12.9770951,77.5757201,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID153274,2,FKN00GL127432,PASSENGER AUTO,2023-11-14,2023-11-14 11:17:46+05:30,2023-11-14 11:17:46,2023-11-14 11:00:46,17.0,0.2833333333333333,12.9778924,77.5754201,BTP045 - Danvanthri Road Junction,Upparpet,1,JUNCTION::BTP045 - Danvanthri Road Junction
FKID153296,2,FKN00GL127518,CAR,2023-11-14,2023-11-14 11:13:46+05:30,2023-11-14 11:13:46,2023-11-14 10:40:46,33.0,0.55,12.9766828,77.577318,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID153775,2,FKN00GL127914,CAR,2023-11-15,2023-11-15 08:19:46+05:30,2023-11-15 08:19:46,2023-11-15 05:36:46,163.0,2.716666666666667,12.9791403,77.5780837,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID154343,2,FKN00GL128089,CAR,2023-11-15,2023-11-15 09:15:46+05:30,2023-11-15 09:15:46,2023-11-15 08:37:46,38.0,0.6333333333333333,12.9763946,77.5773931,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID155862,2,FKN00GL128149,MOTOR CYCLE,2023-11-15,2023-11-15 06:27:46+05:30,2023-11-15 06:27:46,2023-11-15 04:24:46,123.0,2.05,12.9760851,77.5764994,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID161660,2,FKN00GL128155,MOTOR CYCLE,2023-11-15,2023-11-15 06:27:46+05:30,2023-11-15 06:27:46,2023-11-15 04:24:46,123.0,2.05,12.9760851,77.5764994,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID154156,2,FKN00GL128222,CAR,2023-11-15,2023-11-15 08:17:46+05:30,2023-11-15 08:17:46,2023-11-15 05:36:46,161.0,2.683333333333333,12.9791839,77.5775239,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID199259,2,FKN00GL129954,SCOOTER,2023-12-23,2023-12-23 09:15:46+05:30,2023-12-23 09:15:46,2023-12-23 05:07:46,248.0,4.133333333333334,12.9759151,77.5763445,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID212691,2,FKN00GL129954,SCOOTER,2023-12-28,2023-12-28 06:26:46+05:30,2023-12-28 06:26:46,2023-12-28 05:55:46,31.0,0.5166666666666667,12.9756847,77.5756882,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID156576,2,FKN00GL130139,SCOOTER,2023-11-14,2023-11-14 11:00:46+05:30,2023-11-14 11:00:46,2023-11-14 05:44:46,316.0,5.266666666666667,12.9770301,77.5764505,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID158082,2,FKN00GL130164,CAR,2023-11-16,2023-11-16 04:05:46+05:30,2023-11-16 04:05:46,2023-11-16 01:21:46,164.0,2.7333333333333334,12.9790608,77.5783385,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID158342,2,FKN00GL130164,CAR,2023-11-16,2023-11-16 06:10:46+05:30,2023-11-16 06:10:46,2023-11-16 04:05:46,125.0,2.0833333333333335,12.9791186,77.5783165,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID157208,2,FKN00GL130586,SCOOTER,2023-11-23,2023-11-23 07:22:46+05:30,2023-11-23 07:22:46,2023-11-23 06:15:46,67.0,1.1166666666666667,12.9771794,77.5764442,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID159157,2,FKN00GL130830,CAR,2023-11-16,2023-11-16 03:41:46+05:30,2023-11-16 03:41:46,2023-11-16 00:50:46,171.0,2.85,12.9777486,77.5794246,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID279830,2,FKN00GL130854,SCOOTER,2023-11-16,2023-11-16 05:39:46+05:30,2023-11-16 05:39:46,2023-11-16 05:37:46,2.0,0.03333333333333333,12.9719565,77.580845,BTP038 - Mysore Bank Junction,Halasuru Gate,2,JUNCTION::BTP038 - Mysore Bank Junction
FKID186512,2,FKN00GL130925,PASSENGER AUTO,2023-11-22,2023-11-22 06:22:46+05:30,2023-11-22 06:22:46,2023-11-22 04:28:46,114.0,1.9,12.9735771,77.579501,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID159008,2,FKN00GL131115,CAR,2023-11-16,2023-11-16 06:01:46+05:30,2023-11-16 06:01:46,2023-11-16 05:58:46,3.0,0.05,12.9794337,77.5750897,BTP057 - Anand Rao Junction,Upparpet,1,JUNCTION::BTP057 - Anand Rao Junction
FKID161449,2,FKN00GL132004,JEEP,2023-11-17,2023-11-17 01:24:46+05:30,2023-11-17 01:24:46,2023-11-17 01:13:46,11.0,0.18333333333333332,12.9779136,77.5776825,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID159104,2,FKN00GL132007,CAR,2023-11-17,2023-11-17 01:26:46+05:30,2023-11-17 01:26:46,2023-11-17 01:15:46,11.0,0.18333333333333332,12.976867,77.5784921,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID159043,2,FKN00GL132028,CAR,2023-11-16,2023-11-16 11:40:46+05:30,2023-11-16 11:40:46,2023-11-16 11:19:46,21.0,0.35,12.977065,77.5764323,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID159187,2,FKN00GL132076,CAR,2023-11-17,2023-11-17 01:32:46+05:30,2023-11-17 01:32:46,2023-11-17 01:20:46,12.0,0.2,12.9779549,77.5776466,BTP058 - Subbanna Junction,Upparpet,2,JUNCTION::BTP058 - Subbanna Junction
FKID159151,2,FKN00GL132103,PASSENGER AUTO,2023-11-17,2023-11-17 01:19:46+05:30,2023-11-17 01:19:46,2023-11-17 00:59:46,20.0,0.3333333333333333,12.9791888,77.5774454,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID159507,2,FKN00GL132400,CAR,2023-11-16,2023-11-16 11:02:46+05:30,2023-11-16 11:02:46,2023-11-16 10:06:46,56.0,0.9333333333333333,12.9777727,77.5805232,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID245474,2,FKN00GL132500,SCOOTER,2024-01-15,2024-01-15 05:09:46+05:30,2024-01-15 05:09:46,2024-01-15 03:04:46,125.0,2.0833333333333335,12.9729927,77.5790711,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID270552,2,FKN00GL13302,MOTOR CYCLE,2024-01-25,2024-01-25 03:47:46+05:30,2024-01-25 03:47:46,2024-01-25 02:44:46,63.0,1.05,12.9735022,77.5792374,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID169653,2,FKN00GL133163,CAR,2023-12-08,2023-12-08 09:08:46+05:30,2023-12-08 09:08:46,2023-12-08 03:36:46,332.0,5.533333333333333,12.9791327,77.5784813,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID160449,2,FKN00GL133163,CAR,2023-12-08,2023-12-08 12:15:46+05:30,2023-12-08 12:15:46,2023-12-08 09:08:46,187.0,3.1166666666666667,12.9790481,77.5789077,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID160752,2,FKN00GL133398,SCOOTER,2023-12-08,2023-12-08 01:29:46+05:30,2023-12-08 01:29:46,2023-12-08 01:27:46,2.0,0.03333333333333333,12.9783317,77.5795333,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
